"","left_company","department","job_level","salary","weekly_hours","business_travel","yrs_at_company","yrs_since_promotion","previous_companies","job_satisfaction","performance_rating","marital_status","miles_from_home"
"1014","No","Finance and Operations","Manager",80531.5210736863,55,"Rarely",3,0,4,"Low","Meets Expectations","Divorced",7
"1015","No","IT and Analytics","Director",118368.177937324,49,"Rarely",3,1,3,"Medium","Exceeds Expectations","Single",8
"1016","No","IT and Analytics","Vice President",176281.979858574,50,"Frequently",4,1,2,"Low","Exceeds Expectations","Divorced",1
"1017","Yes","Product Development","Manager",64828.2833293189,62,"Rarely",1,0,7,"Medium","Meets Expectations","Single",8
"1018","No","IT and Analytics","Vice President",189595.231564527,46,"Rarely",5,1,1,"Low","Exceptional","Married",11
"1019","No","Marketing","Manager",72672.2891687287,49,"Rarely",10,1,2,"Very High","Meets Expectations","Single",4
"1020","No","IT and Analytics","Senior Manager",79767.1047606364,54,"Rarely",3,0,3,"Low","Meets Expectations","Married",16
"1021","No","IT and Analytics","Senior Manager",98100.9694676082,49,"Rarely",6,1,3,"Very High","Minimally Effective","Married",1
"1022","Yes","Product Development","Associate",42452.5632677105,62,"Rarely",3,2,6,"Low","Not Effective","Married",9
"1023","No","Marketing","Vice President",191151.809558463,52,"None",6,1,3,"High","Exceeds Expectations","Single",5
"1024","No","Product Development","Senior Manager",81571.8451930845,48,"Rarely",3,1,6,"Low","Exceeds Expectations","Married",1
"1025","No","Finance and Operations","Senior Manager",89247.0214083211,51,"Rarely",20,5,3,"High","Exceeds Expectations","Married",2
"1026","No","Marketing","Manager",70005.7012737179,45,"Rarely",5,0,3,"High","Exceeds Expectations","Married",4
"1027","No","Sales","Senior Manager",88088.8161794217,47,"Rarely",4,0,2,"Very High","Meets Expectations","Married",7
"1028","No","Finance and Operations","Associate",42877.0160919047,50,"Rarely",5,0,3,"Medium","Minimally Effective","Married",1
"1029","No","Research","Director",113375.830066614,44,"Rarely",4,0,1,"High","Exceeds Expectations","Married",5
"1030","No","Sales","Vice President",167616.365503111,48,"None",8,0,2,"High","Meets Expectations","Divorced",9
"1031","No","Finance and Operations","Senior Manager",96744.9064966566,53,"Rarely",13,9,3,"Very High","Exceeds Expectations","Divorced",8
"1032","Yes","Finance and Operations","Associate",42492.2215259614,59,"Rarely",7,4,3,"Very High","Meets Expectations","Divorced",9
"1033","Yes","Sales","Manager",60988.7483747591,59,"None",1,0,3,"Low","Meets Expectations","Single",2
"1034","Yes","Product Development","Associate",39608.0929326047,56,"Frequently",10,4,7,"Medium","Meets Expectations","Single",1
"1035","No","Product Development","Senior Manager",100311.555674935,51,"Rarely",7,0,4,"Low","Exceptional","Divorced",20
"1036","No","IT and Analytics","Associate",44018.8091444052,51,"Rarely",3,0,1,"Medium","Meets Expectations","Single",8
"1037","Yes","Marketing","Associate",35290.6282189396,60,"Frequently",2,2,6,"Very High","Exceeds Expectations","Married",2
"1038","No","IT and Analytics","Director",120485.781679853,44,"Rarely",3,1,2,"Very High","Exceeds Expectations","Married",29
"1039","No","Research","Senior Manager",89490.1566608295,50,"Rarely",2,2,7,"Low","Exceeds Expectations","Divorced",7
"1040","Yes","Research","Manager",65245.9047339767,60,"Rarely",2,2,7,"High","Minimally Effective","Married",9
"1041","No","Sales","Senior Manager",79228.5155630481,53,"None",9,4,6,"Medium","Exceeds Expectations","Divorced",8
"1042","No","Sales","Senior Manager",82123.4968796134,45,"Rarely",5,1,2,"Low","Meets Expectations","Single",5
"1043","No","Sales","Associate",41259.9171340512,54,"None",5,0,6,"High","Exceeds Expectations","Single",5
"1044","No","Finance and Operations","Senior Manager",79101.437142143,46,"Rarely",9,8,3,"Medium","Meets Expectations","Single",2
"1045","No","IT and Analytics","Director",125398.302832844,44,"Rarely",3,1,6,"High","Exceeds Expectations","Married",5
"1046","No","Product Development","Associate",44140.2960677082,50,"Rarely",3,1,4,"High","Exceeds Expectations","Divorced",2
"1047","No","IT and Analytics","Director",114868.459165235,49,"Rarely",5,1,2,"Medium","Minimally Effective","Single",20
"1048","No","Finance and Operations","Director",112604.411865781,50,"Frequently",4,0,2,"Low","Exceptional","Married",7
"1049","No","Research","Manager",60562.4460650967,51,"Rarely",13,3,3,"Low","Exceptional","Single",3
"1050","No","Sales","Director",113019.860509792,49,"Rarely",2,2,3,"High","Exceeds Expectations","Married",16
"1051","No","IT and Analytics","Manager",65176.8089231092,49,"Frequently",12,5,3,"Very High","Exceeds Expectations","Single",9
"1052","No","IT and Analytics","Senior Manager",79319.1095663401,49,"Frequently",1,0,2,"High","Exceeds Expectations","Married",1
"1053","No","IT and Analytics","Manager",68633.4619826689,46,"None",1,0,3,"High","Minimally Effective","Divorced",7
"1054","No","Sales","Senior Manager",89572.2435939045,49,"Rarely",12,2,2,"High","Exceeds Expectations","Married",1
"1055","No","IT and Analytics","Director",109163.314096162,49,"Rarely",8,0,3,"Medium","Minimally Effective","Divorced",7
"1056","No","Sales","Senior Manager",96701.9645272867,49,"Frequently",14,6,1,"Low","Exceptional","Divorced",15
"1057","Yes","Sales","Associate",36849.1023470135,55,"Frequently",3,1,5,"High","Meets Expectations","Married",1
"1058","Yes","Sales","Director",119870.630902398,55,"Frequently",5,0,7,"Medium","Meets Expectations","Single",13
"1059","Yes","Sales","Vice President",178782.171687295,58,"Rarely",15,10,3,"Medium","Minimally Effective","Single",24
"1060","No","Finance and Operations","Senior Manager",88529.4155381344,55,"Rarely",1,0,3,"High","Exceptional","Married",7
"1061","Yes","Product Development","Director",114304.545588406,61,"Frequently",0,0,5,"Low","Meets Expectations","Single",9
"1062","No","IT and Analytics","Director",111506.444824625,41,"None",1,0,2,"Medium","Exceeds Expectations","Married",13
"1063","No","IT and Analytics","Director",112041.797757038,50,"Frequently",2,2,3,"High","Exceeds Expectations","Single",2
"1064","No","Sales","Manager",71363.6978323633,45,"Rarely",10,0,2,"High","Exceeds Expectations","Divorced",19
"1065","No","Research","Senior Manager",102818.744936967,48,"Rarely",5,1,4,"High","Exceeds Expectations","Divorced",1
"1066","No","Marketing","Director",125668.290427724,57,"Rarely",3,1,3,"High","Exceeds Expectations","Married",4
"1067","No","IT and Analytics","Director",118523.13912459,48,"Rarely",5,0,3,"Medium","Exceptional","Married",4
"1068","No","IT and Analytics","Senior Manager",81312.8988269243,48,"Rarely",5,1,2,"High","Meets Expectations","Married",14
"1069","Yes","IT and Analytics","Vice President",173040.567946766,58,"Frequently",0,0,4,"Low","Meets Expectations","Single",2
"1070","No","Finance and Operations","Vice President",201197.866511265,50,"Rarely",1,0,7,"High","Exceeds Expectations","Divorced",1
"1071","No","IT and Analytics","Director",115111.113602434,46,"Frequently",4,1,2,"Low","Exceeds Expectations","Single",7
"1072","No","IT and Analytics","Vice President",162451.974229514,45,"Rarely",3,1,1,"Low","Exceeds Expectations","Married",3
"1073","No","Product Development","Senior Manager",100881.714621429,42,"Frequently",3,0,2,"Medium","Exceptional","Married",2
"1074","No","IT and Analytics","Director",126160.911156927,50,"Rarely",8,1,5,"Medium","Meets Expectations","Married",29
"1075","No","Product Development","Vice President",174313.187885874,47,"Rarely",0,0,1,"High","Exceeds Expectations","Single",8
"1076","No","Sales","Senior Manager",98385.2325560894,50,"Rarely",5,0,3,"Very High","Meets Expectations","Single",10
"1077","No","Marketing","Senior Manager",92108.7683498284,48,"Frequently",14,1,3,"Very High","Exceeds Expectations","Divorced",11
"1078","Yes","Sales","Senior Manager",82835.1002344405,61,"Rarely",9,0,7,"Low","Minimally Effective","Single",1
"1079","No","Research","Senior Manager",89497.5654186927,48,"Rarely",20,14,3,"Low","Exceptional","Married",28
"1080","No","Marketing","Senior Manager",88437.4240148665,46,"Rarely",2,2,2,"Medium","Exceeds Expectations","Single",6
"1081","No","Research","Senior Manager",94329.232747561,41,"Rarely",13,5,6,"Medium","Exceptional","Married",3
"1082","No","IT and Analytics","Director",121171.700320041,45,"Rarely",11,3,3,"Medium","Exceeds Expectations","Single",16
"1083","No","Product Development","Senior Manager",94545.971086708,53,"Rarely",4,1,2,"High","Exceptional","Single",20
"1084","Yes","IT and Analytics","Senior Manager",97912.2110868241,56,"Rarely",5,1,3,"Low","Meets Expectations","Single",9
"1085","No","Sales","Director",129060.933235484,50,"Rarely",10,8,3,"High","Minimally Effective","Married",1
"1086","Yes","Marketing","Associate",40140.3844261745,56,"Frequently",7,7,3,"High","Meets Expectations","Single",3
"1087","No","Research","Manager",65267.1195075563,45,"Frequently",32,13,1,"Very High","Exceptional","Single",22
"1088","No","Research","Manager",73279.7691648643,48,"Rarely",11,5,7,"High","Meets Expectations","Married",7
"1089","No","Product Development","Senior Manager",95510.7388338876,48,"Rarely",1,0,3,"Medium","Meets Expectations","Married",2
"1090","No","Marketing","Director",122801.997009991,45,"Rarely",10,3,2,"Very High","Exceeds Expectations","Married",13
"1091","No","Research","Director",121769.182483769,53,"Rarely",7,0,2,"Low","Exceeds Expectations","Married",8
"1092","No","IT and Analytics","Director",119486.651780416,55,"Rarely",5,0,3,"Medium","Meets Expectations","Single",25
"1093","No","Marketing","Director",120089.16598216,50,"Rarely",5,0,3,"Very High","Exceeds Expectations","Married",28
"1094","No","IT and Analytics","Senior Manager",87081.8413478907,49,"Frequently",20,13,1,"Very High","Meets Expectations","Married",2
"1095","No","Research","Manager",61782.6449216743,47,"Rarely",8,7,3,"Low","Exceeds Expectations","Married",9
"1096","No","Sales","Associate",37837.2935823136,47,"Rarely",15,5,2,"High","Exceeds Expectations","Married",28
"1097","No","IT and Analytics","Manager",60867.6973718849,47,"Rarely",21,7,3,"Very High","Exceeds Expectations","Single",6
"1098","No","IT and Analytics","Director",121831.6861812,47,"Rarely",1,0,2,"Low","Meets Expectations","Divorced",21
"1099","No","Marketing","Senior Manager",94321.7357148347,48,"None",2,2,2,"Very High","Meets Expectations","Divorced",8
"1100","No","IT and Analytics","Senior Manager",81311.922149677,49,"Rarely",10,7,2,"Medium","Exceeds Expectations","Divorced",1
"1101","No","IT and Analytics","Manager",72249.6280464346,47,"Rarely",5,4,1,"High","Exceptional","Married",28
"1102","No","Marketing","Manager",64513.3922435026,44,"Rarely",7,2,2,"Medium","Meets Expectations","Married",5
"1103","No","Marketing","Director",118782.342411905,50,"Rarely",3,1,7,"Very High","Minimally Effective","Single",2
"1104","No","Research","Senior Manager",88212.774698633,46,"Rarely",8,7,3,"High","Exceeds Expectations","Divorced",16
"1105","No","IT and Analytics","Manager",72626.111441759,52,"Rarely",1,0,3,"High","Meets Expectations","Married",9
"1106","No","IT and Analytics","Director",120562.197309167,47,"Rarely",2,2,2,"Low","Exceptional","Married",8
"1107","Yes","Sales","Manager",56677.6904412582,62,"Rarely",10,6,4,"Low","Minimally Effective","Married",1
"1108","No","Marketing","Senior Manager",91533.2228666213,47,"Frequently",6,1,2,"High","Meets Expectations","Married",10
"1109","No","Product Development","Director",119427.209433174,50,"Rarely",3,1,1,"Low","Meets Expectations","Single",1
"1110","No","Marketing","Senior Manager",95325.2844078174,50,"Rarely",4,1,3,"Medium","Exceptional","Married",29
"1111","Yes","Sales","Director",128490.468937818,62,"Rarely",1,0,6,"Low","Minimally Effective","Divorced",2
"1112","Yes","IT and Analytics","Manager",73362.0895522323,60,"Rarely",33,1,5,"Very High","Not Effective","Married",2
"1113","Yes","Product Development","Senior Manager",89844.610733213,55,"Rarely",5,1,5,"Medium","Not Effective","Married",2
"1114","No","Sales","Manager",71145.0129861878,44,"None",6,1,3,"Low","Exceptional","Married",1
"1115","No","Finance and Operations","Director",114984.086187077,50,"Rarely",8,7,2,"Low","Meets Expectations","Married",15
"1116","No","IT and Analytics","Manager",69311.4277600843,48,"Rarely",1,0,3,"Very High","Exceptional","Single",7
"1117","No","Marketing","Associate",39240.0377682786,51,"Rarely",36,2,3,"Very High","Exceeds Expectations","Married",26
"1118","No","IT and Analytics","Vice President",187473.541807489,49,"Rarely",2,2,1,"Very High","Exceeds Expectations","Married",1
"1119","No","IT and Analytics","Manager",69755.2763796454,47,"Rarely",1,0,3,"Very High","Exceptional","Married",3
"1120","No","Sales","Senior Manager",98598.1573975363,45,"Rarely",9,7,7,"Medium","Exceptional","Married",14
"1121","No","Research","Director",123233.152657945,48,"Rarely",3,1,3,"Medium","Exceptional","Single",16
"1122","No","IT and Analytics","Associate",39617.2966942369,46,"Rarely",1,0,3,"High","Meets Expectations","Single",1
"1123","No","IT and Analytics","Manager",68610.3681231406,51,"Rarely",10,1,3,"Low","Exceptional","Single",3
"1124","No","Sales","Associate",40284.3460157316,53,"Rarely",5,0,3,"High","Exceeds Expectations","Single",10
"1125","No","IT and Analytics","Director",121854.375651934,45,"Rarely",7,7,2,"High","Exceptional","Married",6
"1126","No","IT and Analytics","Senior Manager",105034.883104683,44,"Frequently",6,1,2,"Very High","Exceptional","Divorced",2
"1127","No","Research","Director",118198.117575088,42,"Rarely",1,0,4,"High","Meets Expectations","Married",9
"1128","No","IT and Analytics","Senior Manager",90109.2742596158,49,"Rarely",2,2,1,"High","Meets Expectations","Married",10
"1129","No","Sales","Associate",34217.7572324247,52,"Frequently",3,0,3,"Low","Exceptional","Married",6
"1130","No","IT and Analytics","Senior Manager",83418.8851087786,49,"Rarely",1,0,3,"Very High","Exceeds Expectations","Single",9
"1131","No","Research","Director",128514.714650461,50,"Rarely",10,6,3,"High","Exceptional","Married",28
"1132","No","Research","Senior Manager",79724.830939075,51,"Frequently",8,7,5,"High","Exceptional","Married",10
"1133","No","IT and Analytics","Director",122391.60269966,56,"Rarely",5,1,2,"Low","Meets Expectations","Married",14
"1134","No","IT and Analytics","Associate",40833.5632720872,47,"Rarely",6,0,7,"Medium","Exceeds Expectations","Divorced",27
"1135","No","Product Development","Manager",67006.7583485367,48,"Rarely",1,0,2,"Very High","Meets Expectations","Married",7
"1136","No","Marketing","Manager",72422.9040296155,48,"Rarely",26,0,3,"Low","Meets Expectations","Single",1
"1137","Yes","Sales","Senior Manager",98366.9016238754,57,"Rarely",1,0,3,"Medium","Meets Expectations","Married",24
"1138","No","Research","Director",111409.138840901,49,"None",4,1,1,"High","Exceptional","Married",26
"1139","No","IT and Analytics","Senior Manager",85407.939197134,45,"Frequently",30,12,2,"High","Exceeds Expectations","Married",20
"1140","No","IT and Analytics","Associate",41894.9711074459,48,"Rarely",3,0,3,"Very High","Exceptional","Married",5
"1141","No","Product Development","Director",123273.130629802,51,"Rarely",22,1,7,"Very High","Meets Expectations","Divorced",7
"1142","No","Finance and Operations","Senior Manager",89186.3658744449,45,"Rarely",6,1,3,"Medium","Exceptional","Married",7
"1143","No","Research","Vice President",198930.301423862,48,"Rarely",10,1,3,"Low","Meets Expectations","Single",5
"1144","No","IT and Analytics","Senior Manager",91745.9720038581,45,"None",10,4,3,"Low","Exceptional","Married",26
"1145","No","Marketing","Vice President",180127.127114988,50,"Frequently",5,0,3,"Low","Meets Expectations","Single",2
"1146","No","Marketing","Director",119512.615077345,51,"Rarely",3,1,3,"High","Exceeds Expectations","Married",12
"1147","No","IT and Analytics","Director",113697.743509906,51,"Frequently",9,7,3,"Very High","Meets Expectations","Divorced",10
"1148","No","Research","Vice President",201305.512182845,44,"Rarely",9,1,3,"Low","Exceptional","Married",25
"1149","No","Marketing","Senior Manager",84710.677152324,44,"Rarely",7,7,3,"Low","Meets Expectations","Married",10
"1150","No","IT and Analytics","Director",115737.058819356,50,"Rarely",7,0,3,"Low","Meets Expectations","Divorced",19
"1151","No","IT and Analytics","Senior Manager",90858.6897756075,46,"Rarely",16,1,6,"Low","Meets Expectations","Married",18
"1152","No","Marketing","Director",123790.057807755,45,"Rarely",5,0,2,"Low","Exceptional","Divorced",27
"1153","No","Research","Director",111650.784399089,43,"Rarely",2,2,3,"Very High","Exceptional","Single",5
"1154","Yes","Finance and Operations","Associate",42243.8192582191,57,"Frequently",0,0,5,"Very High","Minimally Effective","Single",3
"1155","No","Sales","Director",131303.649402315,49,"Rarely",5,1,3,"High","Exceptional","Married",26
"1156","No","IT and Analytics","Senior Manager",93849.1714057972,49,"Rarely",10,0,2,"High","Exceptional","Divorced",3
"1157","No","Sales","Director",124398.128052531,47,"Rarely",18,14,2,"High","Exceeds Expectations","Married",15
"1158","No","IT and Analytics","Manager",64323.8255822303,49,"None",14,2,2,"High","Minimally Effective","Married",8
"1159","No","IT and Analytics","Vice President",160605.071097223,42,"Rarely",4,0,2,"High","Meets Expectations","Married",19
"1160","No","IT and Analytics","Director",118510.734274391,47,"Frequently",9,3,4,"High","Exceptional","Single",4
"1161","No","IT and Analytics","Director",125869.452637652,47,"Rarely",10,3,3,"Very High","Meets Expectations","Divorced",2
"1162","No","Sales","Senior Manager",93598.6372208558,48,"Rarely",5,0,3,"High","Meets Expectations","Married",2
"1163","Yes","IT and Analytics","Manager",75857.3687738215,54,"Rarely",13,6,2,"Low","Meets Expectations","Married",10
"1164","No","Research","Senior Manager",91283.0316326693,43,"Rarely",8,7,3,"Medium","Meets Expectations","Married",10
"1165","No","Marketing","Manager",69897.7940870018,51,"Rarely",4,3,3,"Very High","Exceeds Expectations","Single",16
"1166","No","Marketing","Senior Manager",82634.0509782837,47,"Frequently",10,0,3,"Very High","Meets Expectations","Married",1
"1167","No","IT and Analytics","Senior Manager",73641.5638684891,53,"Frequently",2,2,7,"Very High","Meets Expectations","Married",4
"1168","Yes","Sales","Vice President",178503.802566455,58,"Rarely",2,2,5,"Very High","Exceeds Expectations","Divorced",15
"1169","No","Product Development","Senior Manager",78755.4116043117,51,"Frequently",6,1,3,"Very High","Minimally Effective","Single",2
"1170","No","Product Development","Senior Manager",86464.1809912489,52,"Rarely",3,0,1,"High","Minimally Effective","Married",8
"1171","No","Marketing","Director",126978.103664966,43,"Frequently",4,1,4,"Very High","Meets Expectations","Single",2
"1172","Yes","Finance and Operations","Manager",70106.3405967261,58,"Rarely",4,0,5,"Low","Exceeds Expectations","Single",7
"1173","No","IT and Analytics","Senior Manager",99089.3473559102,49,"Rarely",5,1,2,"High","Exceptional","Single",10
"1174","No","Research","Senior Manager",87338.9382016946,48,"Rarely",3,0,5,"Low","Meets Expectations","Married",5
"1175","No","Sales","Vice President",176370.647715279,49,"Frequently",7,0,1,"High","Exceeds Expectations","Divorced",2
"1176","No","IT and Analytics","Director",107177.842405833,48,"Rarely",5,1,2,"Medium","Exceptional","Married",12
"1177","No","IT and Analytics","Senior Manager",90616.8671415973,50,"Rarely",4,1,2,"Medium","Exceptional","Married",22
"1178","No","IT and Analytics","Director",114364.213581584,50,"Rarely",14,1,2,"Low","Exceeds Expectations","Divorced",17
"1179","No","Marketing","Senior Manager",87570.4330302674,54,"Rarely",2,2,3,"High","Exceeds Expectations","Single",2
"1180","No","Research","Senior Manager",95217.6069494616,50,"Rarely",11,7,3,"Medium","Exceeds Expectations","Divorced",3
"1181","No","Research","Senior Manager",92949.6869512006,55,"Rarely",4,1,3,"Medium","Meets Expectations","Single",7
"1182","No","IT and Analytics","Manager",80085.0220578662,55,"Rarely",15,2,3,"High","Exceeds Expectations","Married",6
"1183","No","Marketing","Manager",76057.2402540792,46,"None",3,1,3,"High","Meets Expectations","Married",1
"1184","No","Product Development","Manager",74982.2119736016,44,"Rarely",5,0,6,"Low","Exceptional","Divorced",3
"1185","No","Marketing","Director",118838.183298627,51,"Rarely",10,4,3,"High","Meets Expectations","Married",22
"1186","No","Sales","Senior Manager",81919.2409855613,51,"Rarely",14,6,5,"High","Exceeds Expectations","Married",15
"1187","Yes","Product Development","Associate",38837.1441612918,58,"Frequently",11,6,4,"Very High","Not Effective","Single",12
"1188","No","IT and Analytics","Associate",49069.7813263714,52,"Frequently",13,2,2,"Very High","Meets Expectations","Married",1
"1189","No","Sales","Senior Manager",92540.057398936,47,"Rarely",10,0,2,"Medium","Exceeds Expectations","Divorced",5
"1190","No","Sales","Senior Manager",89893.6456113355,46,"Rarely",6,0,3,"Very High","Exceeds Expectations","Divorced",2
"1191","No","Research","Manager",67922.0770441999,54,"Rarely",9,1,3,"Medium","Exceptional","Divorced",2
"1192","No","IT and Analytics","Associate",29848.5565706503,50,"Rarely",10,0,2,"Very High","Exceptional","Married",5
"1193","No","IT and Analytics","Manager",60882.575442515,51,"Rarely",2,2,4,"Low","Exceeds Expectations","Divorced",16
"1194","No","Product Development","Senior Manager",86920.9256505467,55,"Frequently",4,3,6,"Medium","Meets Expectations","Single",2
"1195","No","IT and Analytics","Director",124283.487691343,52,"Rarely",3,1,7,"Medium","Meets Expectations","Divorced",2
"1196","No","Research","Director",117643.326145112,55,"Rarely",8,0,3,"High","Exceptional","Single",1
"1197","No","Product Development","Manager",68060.2348120768,48,"Rarely",2,0,3,"High","Exceptional","Single",23
"1198","No","IT and Analytics","Director",117400.419465068,50,"Rarely",2,0,1,"Low","Exceeds Expectations","Single",9
"1199","No","Marketing","Senior Manager",91499.5728570667,46,"None",6,1,4,"Very High","Exceptional","Divorced",16
"1200","No","IT and Analytics","Vice President",182893.814340715,49,"Rarely",3,0,2,"High","Meets Expectations","Married",26
"1201","No","Marketing","Senior Manager",87204.7063506855,46,"Rarely",2,2,2,"Very High","Exceeds Expectations","Divorced",1
"1202","Yes","Sales","Senior Manager",95474.9738870704,55,"Rarely",5,1,1,"High","Meets Expectations","Single",8
"1203","No","Research","Director",111593.419810141,46,"Rarely",0,0,3,"High","Exceeds Expectations","Married",4
"1204","No","Research","Manager",62879.5097204286,48,"Rarely",4,1,2,"Very High","Exceeds Expectations","Married",24
"1205","Yes","Sales","Manager",75980.1031053693,60,"Frequently",9,7,4,"High","Meets Expectations","Married",7
"1206","Yes","Sales","Manager",71004.4033736003,55,"Rarely",1,0,4,"Medium","Meets Expectations","Single",2
"1207","No","Research","Vice President",188987.717027714,50,"None",7,5,3,"Very High","Exceptional","Single",7
"1208","No","Sales","Associate",37234.5461175075,50,"Rarely",4,1,2,"Medium","Exceptional","Divorced",22
"1209","No","Marketing","Senior Manager",85899.2885104432,48,"Rarely",15,4,7,"Very High","Meets Expectations","Married",5
"1210","No","Research","Manager",83955.4190344496,52,"Rarely",1,0,2,"Very High","Exceeds Expectations","Divorced",1
"1211","No","Product Development","Director",114457.654036132,46,"Rarely",14,2,1,"Medium","Exceptional","Married",21
"1212","No","Marketing","Senior Manager",95567.7228952683,52,"Frequently",6,1,4,"Very High","Meets Expectations","Divorced",1
"1213","No","IT and Analytics","Director",124420.716130902,52,"Rarely",10,8,6,"Very High","Exceptional","Married",19
"1214","Yes","Marketing","Vice President",206581.509617167,62,"Rarely",3,0,5,"Very High","Meets Expectations","Divorced",7
"1215","No","IT and Analytics","Vice President",168338.062817808,48,"Rarely",8,6,6,"Very High","Meets Expectations","Married",2
"1216","No","Marketing","Senior Manager",91601.4572107759,49,"Frequently",5,1,3,"Very High","Exceeds Expectations","Single",2
"1217","No","Marketing","Senior Manager",81985.0942688855,45,"Rarely",10,8,5,"Very High","Meets Expectations","Married",2
"1218","No","Marketing","Vice President",179902.301188447,51,"Rarely",5,0,3,"High","Meets Expectations","Married",9
"1219","No","Research","Senior Manager",87430.9204991076,49,"Rarely",10,8,2,"High","Exceeds Expectations","Single",6
"1220","No","Research","Senior Manager",98344.8229989363,48,"Rarely",5,1,3,"High","Exceptional","Married",9
"1221","No","IT and Analytics","Senior Manager",87806.7154631835,51,"Rarely",13,6,2,"Very High","Exceeds Expectations","Single",2
"1222","No","Sales","Senior Manager",75316.1469323889,46,"None",23,14,2,"High","Meets Expectations","Married",1
"1223","Yes","Sales","Associate",37359.4032803441,65,"Rarely",1,0,4,"High","Meets Expectations","Married",22
"1224","Yes","Sales","Associate",40843.8518165833,62,"Frequently",23,14,6,"High","Meets Expectations","Married",9
"1225","No","Research","Senior Manager",87297.1908420568,46,"Rarely",3,0,2,"High","Meets Expectations","Married",17
"1226","No","Research","Associate",33319.2236070651,52,"Rarely",21,8,3,"Medium","Exceeds Expectations","Single",28
"1227","No","Product Development","Senior Manager",81120.3217545189,47,"Frequently",5,1,3,"High","Meets Expectations","Married",10
"1228","No","Research","Senior Manager",91785.9846283375,50,"Rarely",5,0,2,"High","Meets Expectations","Married",2
"1229","No","IT and Analytics","Senior Manager",95081.3303335736,45,"None",3,1,3,"Medium","Exceeds Expectations","Married",4
"1230","No","IT and Analytics","Associate",34414.9178524757,51,"Rarely",1,0,3,"Low","Exceeds Expectations","Married",8
"1231","No","Product Development","Senior Manager",90006.3919874979,46,"Rarely",6,1,4,"Low","Meets Expectations","Divorced",29
"1232","No","Product Development","Director",113377.6201462,46,"Rarely",10,0,1,"Medium","Exceptional","Single",13
"1233","No","Research","Director",120493.888782032,49,"Rarely",7,0,2,"High","Exceptional","Married",27
"1234","No","IT and Analytics","Director",122166.152977728,48,"Rarely",10,0,7,"Very High","Exceptional","Married",16
"1235","No","Sales","Senior Manager",82441.8750227225,42,"None",1,0,5,"Medium","Exceeds Expectations","Married",2
"1236","No","Product Development","Director",128552.005303133,49,"Rarely",10,0,3,"Very High","Exceeds Expectations","Divorced",2
"1237","Yes","Marketing","Associate",32394.5198143027,59,"Rarely",2,2,4,"Low","Minimally Effective","Divorced",13
"1238","Yes","Sales","Associate",32072.971412567,65,"Rarely",0,0,5,"Medium","Exceptional","Single",1
"1239","No","Marketing","Senior Manager",93773.9591123964,48,"Rarely",3,1,1,"Medium","Meets Expectations","Single",4
"1240","No","Marketing","Senior Manager",89951.5906289081,44,"Frequently",5,1,3,"Very High","Meets Expectations","Single",24
"1241","No","Sales","Director",115909.397076774,47,"None",9,5,3,"Very High","Exceptional","Married",1
"1242","No","Finance and Operations","Senior Manager",76133.9679413352,50,"Rarely",4,0,3,"High","Meets Expectations","Married",19
"1243","No","Product Development","Director",121097.142713549,51,"Rarely",21,12,3,"Medium","Exceeds Expectations","Single",7
"1244","No","Sales","Director",120073.12889183,46,"Rarely",5,0,1,"High","Exceeds Expectations","Married",4
"1245","No","Research","Manager",70847.9552634244,48,"Frequently",9,0,3,"Low","Exceptional","Single",2
"1246","No","Sales","Associate",41851.1572846011,48,"Frequently",2,2,2,"Very High","Meets Expectations","Married",10
"1247","Yes","Marketing","Associate",41859.5365208812,54,"Frequently",4,1,7,"Very High","Meets Expectations","Divorced",8
"1248","No","IT and Analytics","Director",113696.343922485,50,"Rarely",5,0,3,"High","Exceptional","Married",5
"1249","No","Marketing","Manager",60609.6466928787,47,"Rarely",6,1,2,"Very High","Meets Expectations","Single",8
"1250","Yes","Sales","Manager",76131.9421159941,60,"Rarely",2,2,6,"Medium","Meets Expectations","Single",9
"1251","No","Sales","Director",119274.353016603,48,"Frequently",3,0,3,"High","Exceeds Expectations","Single",1
"1252","No","IT and Analytics","Senior Manager",86620.4012678232,52,"Rarely",7,1,2,"Low","Exceeds Expectations","Divorced",15
"1253","No","IT and Analytics","Manager",64631.7195470011,48,"Rarely",5,1,3,"Very High","Meets Expectations","Married",2
"1254","No","Product Development","Senior Manager",89692.7244240628,50,"None",11,1,3,"Medium","Meets Expectations","Single",2
"1255","No","Marketing","Associate",41371.6129061202,51,"Rarely",5,0,2,"Very High","Exceeds Expectations","Single",11
"1256","Yes","IT and Analytics","Senior Manager",92861.2923484851,62,"Rarely",0,0,6,"Low","Minimally Effective","Single",16
"1257","No","Marketing","Manager",65808.9533204602,47,"Frequently",6,0,2,"Medium","Meets Expectations","Married",2
"1258","Yes","IT and Analytics","Manager",67643.4592214777,53,"Rarely",1,0,4,"High","Exceeds Expectations","Married",16
"1259","No","Marketing","Manager",83971.6988542694,51,"Rarely",1,0,1,"Low","Meets Expectations","Divorced",4
"1260","No","Marketing","Senior Manager",86151.1675800134,48,"Rarely",7,1,4,"High","Exceptional","Married",16
"1261","No","Sales","Senior Manager",93282.4102768483,41,"None",7,0,3,"Medium","Exceeds Expectations","Single",5
"1262","No","Research","Director",128786.904348054,49,"Rarely",1,1,1,"Very High","Exceptional","Married",18
